,isim,baslangicT,bitisTarih,sezonSayisi,sezonDurumu,tur,konuPuan,aktorS,OyuncuKadroPuan,imdb
176,Bir dilim ask,2004,2006,3,,Romance,16.0,"Esra Akkaya,Ezgi Asaroglu,Mehmet Aslan,Yagmur Atacan",,7.0
177,Bütün çocuklarim,2004,2006,3,,Drama,18.0,"Gökçe Akyildiz,Alpay K. Atalan,Ceren Benderlioglu,Damla Cercisoglu",,5.2
178,Cennet mahallesi,2004,2007,4,,Comedy,15.5,"Melek Baykal,Alisan,Çagla Sikel,Ümit Yesin",,4.0
179,Gece yürüyüsü,2004,2006,3,,Drama,18.0,"Tarik Akan,Hale Akinli,Civan Canova,Laçin Ceylan",,6.8
180,Haziran gecesi,2004,2006,3,,Romance,16.0,"Burcu Kara,Mine Biçakçi,Yagmur Ün,Tolga Öztürk",,4.9
181,Melekler adasi,2004,2006,3,,Drama,18.0,"Hande Ataizi,Nurgül Yesilçay,Devrim Nas,Zehra Alptürk",,3.4
182,Zümrüt,2004,2006,3,,Drama,18.0,"Hülya Avsar,Ragip Savas,Müsfik Kenter,Semsi Inkaya",,4.8
183,Çemberimde gül oya,2004,2006,3,,Drama,14.0,"Serkan Genç,Turhan Kaya,Selda Alkor,Özge Özberk",,8.3
184,Sayin bakanim,2004,2005,2,,Comedy,16.0,"Erdal Cindoruk,Yasemen Heper,Dara Tan,Haluk Bilginer",,6.7
185,Evli ve çocuklu,2004,2006,3,,Comedy,16.0,"Ege Aydan,Tugra Kaftancioglu,Yildiz Kaplan,Murat Serezli",,4.0
186,Sevinçli haller,2004,2006,3,,Comedy,16.0,"Demet Akbag,Kerem Atabeyoglu,Lale Basar,Damla Basbar",,6.7
187,Tam pansiyon,2004,2006,3,,Comedy,16.0,"Nergis Kumbasar,Sezai Altekin,Hüseyin Avni Danyal,Alper Düzen",,6.8
188,Uy basuma gelenler,2004,2006,3,,Comedy,16.0,"Basak Köklükaya,Hakan Yilmaz,Hakan Altuntas,Nefise Karatay",,7.4
189,Yadigar,2004,2006,3,,Drama,18.0,"Aytaç Agirlar,Aydemir Akbas,Ayla Algan,Tugrul Arsever",,6.8
190,Aga kizi,2004,2006,3,,Comedy,16.0,"Levent Kirca,Rojda Demirer,Necmettin Aktay,Eser Bayar",,2.9
191,Subat Sogugu,2004,2006,3,,Drama,18.0,"Hakverdi Biber,Kenan Bal,Ali Berge,Aziz Izzet Biçici",,7.0
192,3. tür,2004,2006,3,,Comedy,15.0,"Bilal Yilmaz,Nilgün Belgün,Hakan Bilgin,Yagmur Kasifoglu",,3.6
193,Büyük yalan,2004,2006,3,,Drama,18.0,"Aytaç Agirlar,Sevinç Aktansel,Mehtap Bayri,Tülay Bekret",,5.0
194,Yabanci damat,2004,2007,4,,Comedy,16.666666666666668,"Binnur Kaya,Arif Erkin Güzelbeyoglu,Ilker Aksum,Zeki Alasya",,6.6
195,Kadin isterse,2004,2006,3,,Comedy,16.0,"Hülya Avsar,Cihan Ünal,Zerrin Sümer,Derya Baykal",,3.4
196,Çocugun var derdin var,2004,2005,2,,Comedy,15.5,"Seçil Buket Akinci,Tuna Arman,Ömür Arpaci,Sevval Baspinar",,6.1
197,Pembe ve Mavi,2004,2006,3,,Animation,5.0,"Buket Yanmaz,Ali Riza Kubilay,Seda Fettahoglu,Berk Tokay",,4.1
198,Derin Kökler,2004,2006,3,,Documentary,10.0,Erhan Abir,,7.4
199,Mavi Rüya,2004,2006,3,,Action,16.333333333333332,"Melda Bekcan,Ali Basar,Esin Civangil,Ugur Kivilcim",,7.3
200,Kalp gözü,2004,2007,4,,Drama,16.0,"Süleyman Çobanoglu,Sait Genay,Selçun Sonat,Özden Özgürdal",,5.0
201,Büyük bulusma,2004,2008,5,,Drama,18.0,"Burçin Abdullah,Ümit Acar,Volkan Adiyaman,M. Sitare Akbas",,2.7
202,Köpek,2005,2007,3,,Adventure,17.0,"Onur Bay,Hülya Kalebayir Çelik,Melahat Abbasova,Aydemir Akbas",,4.5
203,Gümüs,2005,2007,3,,Drama,16.333333333333332,"Kivanç Tatlitug,Songül Öden,Güngör Bayrak,Ekrem Bora",,5.8
204,Sensiz olmuyor,2005,2007,3,,Comedy,16.0,"Emre Altug,Yeliz Sar,Özlem Akinözü,Aslan Altin",,6.6
205,Saklambaç,2005,2007,3,,Comedy,16.0,"Akasya Asiltürkmen,Talat Bulut,Sibel Can,Bülent Kayabas",,4.6
206,Anne babamla evlensene,2005,2007,3,,Comedy,16.0,"Zeki Alasya,Hande Ataizi,Okhan Behar,Alper Düzen",,3.7
207,Yanik koza,2005,2007,3,,Drama,18.0,"Yavuz Bingöl,Basak Köklükaya,Billur Al,Mustafa Alabora",,4.8
208,Davetsiz misafir,2005,2007,3,,Comedy,16.0,"Neslihan Acar,Pinar Altug,Tardu Flordun,Hakan Gerçek",,5.2
209,Dolunay,2005,2007,3,,Drama,18.0,"Cansu Ak,Yesim Büber,Köksal Engür,Seda Fettahoglu",,7.0
210,Asla unutma,2005,2007,3,,Drama,18.0,"Mert Kiliç,Yeliz Akkaya,Göksel Arsoy,Haldun Boysan",,4.8
211,Isin show,2005,2007,3,,Talk-Show,14.0,"Isin Karaca,Baris Akarsu,Asena,Zeynep Cassalini",,3.2
212,Belali Baldiz,2005,2006,2,,Comedy,16.333333333333332,"Nurgül Yesilçay,Berna Laçin,Kenan Isik,Cemre Özer",,4.9
213,Yumurcaklar kampi,2005,2007,3,,Comedy,16.0,"Kerem Altaylar,Ergün Demir,Alara Ertürk,Beliz Gundogdu",,3.5
214,Beyaz Gelincik,2005,2007,3,,Drama,18.0,"Erkan Petekkaya,Sezin Akbasogullari,Ismail Hacioglu,Tülin Özen",,5.1
215,Yine de asigim,2005,2007,3,,Comedy,16.0,"Haluk Bilginer,Sevval Sam,Dolunay Soysert,Hakan Akin",,6.5
216,Hirsiz polis,2005,2007,3,,Adventure,17.5,"Ugur Yücel,Timuçin Esen,Özlem Düvencioglu,Orhan Aydin",,6.5
217,Ihlamurlar altinda,2005,2007,3,,Romance,16.0,"Nur Sürer,Sinan Tuzcu,Tuba Büyüküstün,Sirin Öten",,6.7
218,Çapkin,2005,2007,3,,Comedy,16.0,"Okan Yalabik,Özlem Conker,Melis Birkan,Cem Kiliç",,5.9
219,Emret komutanim,2005,2007,3,,Comedy,16.0,"Haki Biçici,Ragip Gülen,Damla Sönmez,Teoman",,3.5
220,Söhret,2005,2007,3,,Romance,16.0,"Umut Tabak,Oya Okar,Gokhan Seyhan,Ahu Türkpençe",,4.2
221,Aci Hayat,2005,2007,3,,Action,16.666666666666668,"Kenan Imirzalioglu,Selin Demiratar,Gökcan Gökmen,Umut Oguz",,6.2
222,Dikkat Sahan çikabilir,2005,2006,2,,Comedy,16.0,"Bilal Yilmaz,Cemil Büyükdögerli,Volkan Cal,Sahan Gökbakar",,6.8
223,Alanya almanya,2005,2006,2,,Drama,18.0,"Itir Esen,Ruhi Sari",,5.1
224,Erkek Tarafi,2005,2007,3,,Comedy,16.0,"Burak Sergen,Asuman Dabak,Murat Onuk,Ali Düsenkalkar",,3.1
225,Kezban Yenge,2005,2007,3,,Comedy,16.0,"Isik Aras,Gökhan Aydinli,Furkan Engin,Kazim Eryüksel",,5.7
226,Çat kapi,2005,2007,3,,Comedy,15.5,"Metin Akpinar,Ayten Gökçer,Sevinç Erbulak,Alp Kirsan",,5.0
227,Fikralarla Türkiye,2005,2008,4,,Comedy,16.0,"Çetin Altay,Özkan Ayalp,Ömer Naci Boz,Alay Cihan",,2.4
228,Pisti,2006,2008,3,,Talk-Show,14.0,"Reha Muhtar,Demet Akbag,Hülya Avsar,Beyaz",,2.5
229,Hayat türküsü,2006,2008,3,,Drama,18.0,"Devin Özgür Çinar,Melih Görgün,Tolga Evren,Ugur Çavusoglu",,7.2
230,Kirik Kanatlar,2006,2008,3,,Drama,14.0,"Ümit Acar,Tugba Akar,Ozan Akbaba,Yusuf Akgün",,7.5
231,Kizlar yurdu,2006,2008,3,,Comedy,16.333333333333332,"Melike Güner,Engin Altan Düzyatan,Pelinsu Pir,Füsun Demirel",,4.9
232,Cemile, 2006,2008,3,,Drama,18.0,"Türkan Soray,Bulut Aras,Gözde Kansu,Selim Erdogan",,6.7
233,Kaybolan yillar,2006,2008,3,,Action,16.333333333333332,"Yesim Büber,Saruhan Hünel,Umut Tabak,Deniz Barut",,7.2
234,Felek ne demek,2006,2008,3,,Comedy,16.0,"Akasya Asiltürkmen,Berk Balci,Esin Civangil,Seyda Delibasi",,5.1
235,Acemi cadi,2006,2007,2,,Comedy,15.0,"Cagkan Culha,Dicle Alkan,Levent Sülün,Billur Yazgan",,3.4
236,Anadolu kaplani,2006,2008,3,,Comedy,16.0,"Çetin Tekindor,Aysenur Yazicioglu,Beste Bereket,Burçin Orhon",,4.3
237,Iki Aile,2006,2008,3,,Comedy,15.5,"Ömer Güney,Emre Kinay,Iclal Aydin,Bahar Yanilmaz",,5.5
238,Yalanci yarim,2006,2008,3,,Comedy,16.0,"Baris Akarsu,Merve Sevi,Bülent Kayabas,Ayse Kökçü",,7.3
239,Arka Sokaklar,2006,2008,3,,Action,16.333333333333332,"Zafer Ergin,Sevket Çoruh,Özgür Ozan,Özlem Çinar",,3.7
240,Firtina,2006,2008,3,,Comedy,16.0,"Burçin Terzioglu,Murat Yildirim,Zerrin Sümer,Erkan Can",,6.9
241,Yaprak Dökümü,2006,2010,5,,Drama,16.5,"Deniz Çakir,Eren Balkan,Halil Ergün,Güven Hokna",,5.5
242,Sagir Oda,2006,2008,3,,Action,16.0,"Zeynep Kumral,Mehmet Çevik,Hakan Karahan,Selin Sekerci",,7.0
243,Selena,2006,2008,3,,Comedy,15.0,"Sinem Kobal,Serkan Senalp,Hakan Altiner,Sinan Çaliskanoglu",,1.9
244,29-30,2006,2008,3,,Drama,15.0,"Alpay K. Atalan,Nedime Agca,Erdem Akakçe,Suzan Aksoy",,7.3
245,Ah polis olsam,2006,2008,3,,Action,16.333333333333332,"Gökhan Çelebi,Yurtsen Fidan,Aytekin Cengiz,Fatih Altin",,1.3
246,Sila,2006,2008,3,,Drama,16.0,"Cemal Toktas,Mehmet Akif Alakurt,Cansu Dere,Celil Nalcakan",,5.7
247,Hatirla Sevgili,2006,2008,3,,Drama,14.0,"Cansel Elcin,Beren Saat,Okan Yalabik,Ayda Aksel",,7.7
248,Karagümrük yaniyor,2006,2008,3,,Romance,16.0,"Ugur Aslan,Sinem Öztufan,Cem Kölemenoglu,Özlem Yilmaz",,2.9
249,Ahh Istanbul,2006,2008,3,,Drama,18.0,"Tarik Akan,Suzan Aksoy,Ceyda Ates,Sibel Can",,4.2
250,Binbir Gece,2006,2009,4,,Drama,16.5,"Halit Ergenç,Bergüzar Korel,Tardu Flordun,Ceyda Düvenci",,5.3
251,Karinca yuvasi,2006,2008,3,,Comedy,16.0,"Memet Ali Alabora,Ilker Ayrik,Ece Bostanci,Ipek Erdem",,5.5
252,Ezo Gelin,2006,2008,3,,Drama,18.0,"Serhat Tutumluer,Yasemin Öztürk,Bülent Keser,Nurgül Yesilçay",,3.7
253,Maçolar,2006,2008,3,,Romance,16.0,"Burhan Öçal,Özlem Tekin,Gökhan Tepe,Tolgahan Sayisman",,5.7
254,Ümit milli,2006,2008,3,,Adventure,16.5,"Enes Atis,Burcu Biricik,Remzi Evren,Lemi Filozof",,3.8
255,Köprü,2006,2008,3,,Drama,18.0,"Zafer Alpat,Arif Piskin,Cüneyt Arda Pamuk,Erkan Avci",,7.6
256,Hayatim sana feda,2006,2008,3,,Drama,18.0,"Tamer Karadagli,Deniz Ugur,Asu Emre,Görkem Arda Keskin",,4.1
257,Doktorlar,2006,2008,3,,Drama,18.0,"Kutsi,Bekir Aksoy,Melike Güner,Yesim Ceren Bozoglu",,3.5
258,Bi is icin lazim,2006,2007,2,,Game-Show,12.0,"Cemil Büyükdögerli,Defne Joy Foster",,7.1
259,Büyük teklif,2006,2008,3,,Game-Show,12.0,Halit Ergenç,,3.2
260,Azap yolu,2006,2008,3,,Drama,18.0,"Kadir Inanir,Melisa Sözen,Ebru Akel,Aytekin Cengiz",,3.5
261,Yagmurdan sonra,2006,2007,2,,Drama,18.0,"Seda Çetin,Ilhami Adsal,Zeynep Akkoca,Umut Armagan",,2.0
262,Top model türkiye,2006,2008,3,,Reality-TV,12.0,"Cengiz Abazoglu,Deniz Akkaya,Ugurkan Erez",,2.3
263,Iyi ki varsin,2006,2008,3,,Drama,18.0,"Kadir Inanir,Eysan Özhim,Hülya Darcan,Ümit Acar",,3.1
264,Genis zamanlar,2007,2009,3,,Drama,18.0,"Zuhal Olcay,Özge Özberk,Oktay Kaynarca,Hakan Eratik",,7.0
265,Kurtlar Vadisi: Terör,2007,2007,1,,Adventure,17.5,"Necati Sasmaz,Gürkan Uygun,Bilal Yilmaz,Emre Korkmaz",,6.2
266,Buzda dans,2007,2009,3,,Family,13.5,"Gamze Özçelik,Behzat Uygur,Alinur Velidedeoglu,Cenk Ertaul",,2.4
267,Affedilmeyen,2007,2009,3,,Action,16.666666666666668,"Burçak Isimer,Damla Özen,Ayca Zeynep Aydin,Kevork Türker",,6.7
268,Yildizlar savasi,2007,2009,3,,Comedy,16.0,"Mehmet Ali Erbil,Fatma Kabasakal,Berna Laçin,Atilla Olgaç",,1.2
269,Tutsak,2007,2009,3,,Action,16.666666666666668,"Ugur Polat,Ezo Sunal,Kaan Urgancioglu,Hülya Darcan",,4.9
270,Kader,2007,2009,3,,Action,16.666666666666668,"Batur Belirdi,Birce Akalay,Hüseyin Soysalan,Özcan Deniz",,4.5
271,Kara duvak,2007,2007,1,,Drama,18.0,"Emel Çölgeçen,Hande Ataizi,Serkan Altunorak,Tuncel Kurtiz",,4.0
272,Elveda derken,2007,2009,3,,Drama,16.333333333333332,"Ece Uslu,Sinan Sümer,Burcu Kara,Gökhan Tepe",,5.3
273,Ayrilik,2007,2009,3,,Drama,18.0,"Sönmez Atasoy,Fadik Sevin Atasoy,Kenan Çoban,Gülseren Gürtunca",,6.6
274,Dicle,2007,2009,3,,Drama,18.0,"Asli Tandogan,Tolgahan Sayisman,Burak Sergen,Alev Gürzap",,3.6
275,Yersiz yurtsuz,2007,2009,3,,Drama,18.0,"Ferdi Tayfur,Serif Sezer,Nesrin Cavadzade,Sinan Albayrak",,5.7
276,Kurtlar Vadisi: Pusu,2007,2009,3,,Action,17.0,"Necati Sasmaz,Erhan Ufak,Adnan Erdogan,Cahit Kayaoglu",,6.3
277,Duvar,2007,2009,3,,Drama,17.0,"Taylan Güner,Sinem Uslu,Bülent Çetinaslan,Ilker Kizmaz",,6.5
278,Kavak Yelleri,2007,2011,5,,Comedy,16.0,"Didem Inselel,Ferit Kaya,Selin Sekerci,Pelin Karahan",,5.3
279,Genco,2007,2008,2,,Drama,16.333333333333332,"Cansin Özyosun,Alpay K. Atalan,Selen Seyven,Faik Ergin",,5.2
280,Sana mecburum,2007,2009,3,,Drama,18.0,"Dogus,Seda Bakan,Umut Tabak,Mehtap Bayri",,2.1
281,Zoraki koca,2007,2009,3,,Comedy,16.0,"Burak Özçivit,Özlem Yilmaz,Isil Yücesoy,Cihat Tamer",,5.5
282,Hayal ve gerçek,2007,2009,3,,Comedy,16.0,"Ayca Zeynep Aydin,Ayça Aysin Turan,Tamay Kiliç,Yasemin Hadivent",,2.6
283,Korkusuzlar,2007,2009,3,,Action,16.0,"Ismail Yk,Volkan Adiyaman,Istemi Betil,Fatos Güçlü",,5.9
284,Zeliha'nin Gözleri,2007,2009,3,,Adventure,17.0,"Sarp Levendoglu,Emel Çölgeçen,Bülent Sakrak,Cüneyt Özen",,5.8
285,Pusat,2007,2007,1,,Action,16.666666666666668,"Yasemin Balik,Sahin Çelik,Emin Boztepe,Alper Develioglu",,5.8
286,CÖT (Cok Özel Tim),2007,2009,3,,Action,16.0,"Sezai Altekin,Gül Arcan,Tansu Biçer,Bahar Senbahar",,2.5
287,Biçak sirti,2007,2009,3,,Drama,18.0,"Fikret Kuskan,Nejat Isler,Mehmet Günsür,Melisa Sözen",,7.6
288,Kuzey rüzgari,2007,2009,3,,Action,17.0,"Kadir Inanir,Bilal Yilmaz,Oktay Kaynarca,Ebru Kocaaga",,5.0
289,Menekse ile Halil,2007,2008,2,,Drama,16.666666666666668,"Kivanç Tatlitug,Sedef Avci,Murat Daltaban,Hasan Küçükçetin",,6.1
290,Magic necmi,2007,2009,3,,Reality-TV,12.0,Necmi Yildirim,,6.2
291,Asi,2007,2009,3,,Drama,17.0,"Tuba Büyüküstün,Murat Yildirim,Çetin Tekindor,Nur Sürer",,6.5
292,Esref Saati,2007,2009,3,,Comedy,16.0,"Yavuz Bingöl,Yetkin Dikinciler,Özge Borak,Yagmur Kasifoglu",,5.8
293,Ask yeniden,2007,2009,3,,Family,15.0,"Türkan Soray,Cihan Ünal,Baris Aksavas,Merve Bolugur",,5.7
294,Senden baska,2007,2009,3,,Comedy,16.666666666666668,"Ipek Yaylacioglu,Nihan Büyükagaç,Hare Sürel,Tolga Futaci",,6.0
295,Annem,2007,2009,3,,Drama,18.0,"Talat Bulut,Vahide Perçin,Duygu Yetis,Seda Akman",,3.8
296,Var misin? Yok musun?,2007,2009,3,,Game-Show,12.0,"Acun Ilicali,Asuman Krause,Ahmet Çakar,Ilker Ayrik",,2.8
297,Tatli bela Fadime,2007,2009,3,,Comedy,16.0,"Berk Oktay,Nehir Erdogan,Füsun Demirel,Bülent Alkis",,3.8
298,El gibi,2007,2009,3,,Drama,18.0,"Naz Elmas,Emre Altug,Deniz Gökçer,Irmak Ünal",,4.7
299,Fesupanallah,2007,2009,3,,Comedy,16.0,"Cem Davran,Emrecan Eker,Aysen Gruda,Hasan Kaçan",,4.1
300,Hayat apartmani,2007,2009,3,,Comedy,16.0,"Koksal Calik,Gamze Demirbilek,Erdinç Dinçer,Yalçin Güzelce",,1.2
301,Kelebek çikmazi,2007,2009,3,,Drama,18.0,"Hümeyra,Ceren Benderlioglu,Pamela Spence,Melike Öcalan",,5.2
302,Yemin,2007,2009,3,,Romance,16.0,"Canan Türker,Ayse Melike Çerçi,Yasemin Öztürk,Tuba Ünsal",,4.2
303,Sinekli bakkal,2007,2009,3,,Drama,18.0,"Özge Özberk,Ugur Polat,Ismail Hacioglu,Asli Altaylar",,5.1
304,Sessiz firtina,2007,2009,3,,Adventure,16.666666666666668,"Bilal Yilmaz,Erkan Petekkaya,Arzum Onan,Berkay Ates",,3.5
305,Dudaktan kalbe,2007,2009,3,,Drama,18.0,"Asli Tandogan,Yigit Özsener,Umut Tabak,Burak Hakki",,5.4
306,Elveda Rumeli,2007,2009,3,,Drama,13.0,"Filiz Ahmet,Salih Bademci,Recep Özgür Dereli,Suzana Akbelge",,7.7
307,Parmakliklar Ardinda,2007,2009,3,,Crime,16.5,"Yelda Reynaud,Özlem Düvencioglu,Pamir Pekin,Zeynep Kiziltan",,6.3
308,Hepsi bir,2007,2009,3,,Comedy,12.333333333333334,"Cemre Kemer,Eren Bakici,Gulcin Ergul,Yasemin Yuruk",,3.2
309,Oyun bitti,2007,2009,3,,Comedy,16.0,"Azra Akin,Mert Öcal,Baran Ayhan,Zeki Alasya",,3.9
310,Vazgeç gönlüm,2007,2009,3,,Drama,17.0,"Murat Han,Pelin Ermis,Irem Altug,Oguzhan Yildiz",,5.5
311,Havalimani,2007,2009,3,,Action,16.666666666666668,"Atilgan Gümüs,Mehmet Özbek,Sema Mumcu,Pamir Pekin",,3.8
312,Daglar delisi,2007,2009,3,,Drama,18.0,"Fatih Koyunoglu,Oya Okar,Ozman Sirgood,Merve Sevi",,3.5
313,Iki yabanci,2007,2009,3,,Drama,17.0,"Keremcem,Hatice Sendil,Kerem Can,Nilay Olcay",,3.2
314,Sessiz gemiler,2007,2009,3,,Drama,18.0,"Sezen Aray,Sezai Aydin,Hakan Eratik,Ömer Güney",,3.9
315,Sevgili dünürüm,2007,2009,3,,Comedy,16.0,"Didem Balçin,Haluk Bilginer,Cengiz Bozkurt,Rojda Demirer",,6.2
316,Yalan dünya,2007,2009,3,,Comedy,16.0,"Gökhan Özen,Ceyda Ates,Ipek Tenolcay,Korkmaz Polat",,4.7
317,Karayilan,2007,2009,3,,Action,16.666666666666668,"Serkan Genç,Arif Erkin Güzelbeyoglu,Binnur Kaya,Selen Öztürk",,7.5
318,Fedai,2007,2009,3,,Drama,18.0,"Seda Sayan,Tamer Karadagli,Metin Belgin,Ergül Coskun",,1.9
319,Tek Türkiye,2007,2009,3,,Drama,18.0,"Alpay Aksum,Erkan Bektas,Ozan Çobanoglu,Murat Çobangil",,4.7
320,Suç Dosyasi,2007,2009,3,,Crime,15.0,"Dean Baykan,Engin Özsayin,Rasim Öztekin,Suavi Eren",,6.5
321,Arka siradakiler,2007,2009,3,,Action,16.333333333333332,"Bülent Çetinaslan,Sinem Uslu,Sevda Dalgiç,Bülent Emin Yarar",,3.3
322,Dede Korkut - Egrek ve Segrek,2007,2009,3,,History,8.0,"Fuad Javadov,Demir Karahan,Lilie Lossen,Birol Tarkan Yildiz",,7.4
323,Dede Korkut: Bamsibeyrek nasil öldürüldü,2007,2009,3,,History,8.0,"Fuad Javadov,Demir Karahan,Lilie Lossen,Burak Sergen",,6.9
324,Çati kati,2007,2009,3,,Comedy,16.0,"Burcu Günestutar,Önder K. Açikbas,Baris Basar,Elif Durdu",,2.2
325,Benden Baba Olmaz,2007,2009,3,,Comedy,15.5,"Mine Tugay,Atilgan Gümüs,Okan Tangücü,Volkan Severcan",,6.7
326,Gönül salincagi,2007,2008,2,,Drama,18.0,"Ayse Sule Bilgiç,Kiraç,Umut Temiz,Erdal Tosun",,3.8
327,Hakkini helal et,2007,2008,2,,Drama,18.0,"M. Sitare Akbas,Hamdi Alp,Mürsit Bag,Ibrahim Güldogan",,6.5
328,Metropol cafe,2007,2009,3,,Comedy,16.0,"Mehmet Ergin Balkas,Max Bendo,Inan Güngören,Bade Iscil",,2.6
329,Gulhan'in Galaksi Rehberi,2007,2009,3,,Adventure,17.0,,,7.4
330,Koca Kafalar TV,2007,2008,2,,Comedy,16.0,,,4.9
331,Bez Bebek,2007,2010,4,,Comedy,16.333333333333332,"Sibel Kasapoglu,Asena Keskinci,Ege Tanman,Elif Ceren Balikçi",,2.9
332,Komedi Dukkani,2007,2011,5,,Comedy,16.0,"Tolga Çevik,Sarp Bozkurt,Firat Parlak,Özer Atik",,8.0
333,Kara gunes,2007,2009,3,,Drama,18.0,"Senay Akay,Caner Cindoruk,Demet Sasmaz,Gani Savata",,1.6
334,Keske olmasaydi...,2007,2007,1,,Documentary,10.0,"Tarik Akyildiz,Hasan Ataol,Mehdi Bespinar,Süleyman Demirel",,6.0
335,Uzman Avi,2007,2008,2,,Game-Show,12.0,Defne Joy Foster,,8.8
336,Görgüsüzler,2008,2008,1,,Comedy,16.0,"Zeki Alasya,Melek Baykal,Çagla Sikel,Levent Ülgen",,2.0
337,Gazi,2008,2008,1,,Adventure,17.0,"Bilal Yilmaz,Ismail Hakki,Volga Sorgu,Selim Makaroglu",,5.5
338,Sinif,2008,2010,3,,Drama,18.0,"Enes Atis,Nihan Büyükagaç,Sennur Canpolat,Kerem Corogil",,7.3
339,Çemberin disinda,2008,2010,3,,Crime,15.0,"Kenan Bal,Ugur Baltepe,Durul Bazan,Belgin Erdogan",,1.1
340,Pars: Narkoterör,2008,2010,3,,Action,16.0,"Ozman Sirgood,Hüseyin Soysalan,Adem Yavuz Özata,Seda Bakan",,4.0
341,Yol arkadasim,2008,2010,3,,Drama,17.0,"Bigkem Melisa Özelçi,Asena Keskinci,Serhat Mustafa Kiliç,Gürsan Piri Onurlu",,6.3
342,Servet avcisi,2008,2010,3,,Comedy,16.0,"Murat Akkoyunlu,Ömür Arpaci,Berksan,Haldun Boysan",,3.1
343,Mert ile Gert,2008,2010,3,,Comedy,16.0,"Engin Alkan,Sedef Sahin,Nilgün Belgün,Isilay Gül",,2.9
344,Son Aga,2008,2010,3,,Comedy,16.0,"Tamer Karadagli,Feride Çetin,Emel Müftüoglu,Sener Kökkaya",,5.1
345,Baba ocagi,2008,2010,3,,Comedy,16.333333333333332,"Burak Özçivit,Selim Gülgören,Gülden Dudarik,Algi Eke",,6.0
346,Doludizgin yillar,2008,2010,3,,Drama,18.0,"Yusuf Ömer Sinav,Selen Seyven,Erdal Cindoruk,Bigkem Melisa Özelçi",,6.5
347,Küçük Kadinlar,2008,2010,3,,Drama,18.0,"Hande Soral,Fulya Zenginer,Elit Iscan,Selin Ilgar",,3.4
348,Derdest,2008,2010,3,,Drama,18.0,"Orhan Kilic,Sezin Akbasogullari,Burak Sergen,Nihan Büyükagaç",,5.4
349,Elif,2008,2010,3,,Drama,17.0,"Mehmet Feim Mehmedof,Keremcem,Yasemin Kay Allen,Ferdi Akarnur",,4.7
350,Ask-i Memnu,2008,2011,4,,Drama,17.0,"Beren Saat,Kivanç Tatlitug,Nebahat Çehre,Nur Fettahoglu",,7.2
