,isim,baslangicT,bitisTarih,sezonSayisi,sezonDurumu,tur,konuPuan,aktorS,OyuncuKadroPuan,imdb
696,Çizgi Roman Yolculugu,2015,2018,4,,Documentary,10.0,"Emrah Ablak,Levent Cantek,Bülent Üstün,Yekta Kopan",,7.0
697,Yeter,2015,2018,4,,Drama,18.0,"Wilma Elles,Pelin Karahan,Yurdaer Okur,Hande Özen",,6.8
698,Eve Dönüs,2015,2016,2,,Crime,16.333333333333332,"Burak Demir,Baris Akkoyun,Dilsad Çelebi,Cansel Elcin",,6.5
699,Kara Ekmek,2015,2016,2,,Crime,16.5,"Özlem Yilmaz,Engin Hepileri,Ushan Çakir,Gülçin Santircioglu",,7.5
700,Cengiz Özdemir & Ozan Sagsöz ile kültür & tarih sohbetleri,2015,2018,4,,History,11.0,"Cengiz Özdemir,Ozan Sagsöz",,8.0
701,Kalbim Ege'de Kaldi,2015,2015,1,,Comedy,16.0,"Eren Hacisalihoglu,Alper Saldiran,Celile Toyon Uysal,Oya Unustasi",,6.5
702,Beyaz Yalan,2015,2015,1,,Drama,17.0,"Kutsi,Deniz Baysal,Ebru Aykaç,Ege Aydan",,7.4
703,Buyur Burdan Bak,2015,2016,2,,Comedy,16.0,"Dogan Akdogan,Giray Altinok,Özgün Bayraktar,Alper Baytekin",,8.0
704,Survivor All Star,2015,2015,1,,Reality-TV,12.0,"Merve Aydin,Acun Ilicali,Turabi Çamkiran,Almeda Abazi",,5.3
705,Ne Münasebet,2015,2015,1,,Comedy,16.0,"Sarp Levendoglu,Pelin Akil,Ulas Torun,Bengi Idil Uras",,7.6
706,Hayat Sarkisi,2016,2018,3,,Drama,16.333333333333332,"Tayanç Ayaydin,Ecem Özkaya,Seray Gözler,Ahmet Mümtaz Taylan",,7.1
707,Gecenin Kraliçesi,2016,2016,1,,Action,16.666666666666668,"Seda Akman,Selim Bayraktar,Nihan Büyükagaç,Deniz Celiloglu",,6.1
708,Göç Zamani,2016,2018,3,,Drama,18.0,"Elif Ceren Balikçi,Ülkü Hilal Çiftçi,Bige Önal,Zeynep Elçin",,3.8
709,Kördügüm,2016,2018,3,,Drama,18.0,"Aybars Kartal Özson,Ibrahim Celikkol,Alican Yücesoy,Rojda Demirer",,6.5
710,Ölümün gözleri,2016,2018,3,,Horror,10.0,"Emre Akça,Istephan Hakverdi,Kaan Tüfekçiyasar,Gülce Baydar",,6.2
711,Görevimiz komedi,2016,2018,3,,Comedy,16.0,"Rasim Öztekin,Asuman Dabak,Burak Satibol,Zeynep Kankonde",,4.3
712,Tatli intikam,2016,2016,1,,Comedy,16.0,"Zeynep Anacan,Furkan Andic,Kerem Atabeyoglu,Elif Cakman",,6.1
713,46 Yok Olan,2016,2016,1,,Action,16.333333333333332,"Erdal Besikçioglu,Yasemin Kay Allen,Melis Birkan,Saygin Soysal",,8.5
714,Hayatimin Aski,2016,2016,1,,Comedy,16.0,"Ilker Aksum,Zafer Algöz,Hilal Altinbilek,Murat Cemcir",,4.8
715,Ask Laftan Anlamaz,2016,2017,2,,Comedy,16.0,"Hande Erçel,Burak Deniz,Özcan Tekdemir,Merve Çagiran",,7.3
716,Kehribar,2016,2016,1,,Action,17.0,"Ayça Varlier,Necip Memili,Özge Özder,Aslihan Güner",,6.6
717,Müdür Ne'aptin?,2016,2016,1,,Comedy,16.0,"Tolga Çevik,Özer Atik,Firat Parlak,Nil Karaibrahimgil",,7.0
718,Hayat Sevince Güzel,2016,2018,3,,Comedy,16.0,"Öykü Celik,Ugur Çavusoglu,Ekin Mert Daymaz,Damla Aslanalp",,6.7
719,Yüksek Sosyete,2016,2016,1,,Romance,16.0,"Engin Öztürk,Hazar Ergüçlü,Ozan Dolunay,Meric Aral",,5.4
720,No: 309,2016,2017,2,,Comedy,16.0,"Demet Özdemir,Furkan Palali,Sumru Yavrucuk,Gökçe Özyol",,3.5
721,Rüzgarin Kalbi,2016,2018,3,,Drama,17.0,"Burak Serdar Sanal,Deniz Baysal,Cezmi Baskin,Ahmet Saraçoglu",,5.8
722,Bana Sevmeyi Anlat,2016,2017,2,,Drama,17.0,"Kadir Dogulu,Seda Bakan,Mustafa Üstündag,Dolunay Soysert",,6.3
723,Bodrum Masali,2016,2017,2,,Drama,18.0,"Timuçin Esen,Sevval Sam,Dilan Çiçek Deniz,Alperen Duymaz",,6.1
724,Arkadaslar Iyidir,2016,2018,3,,Drama,18.0,"Cankat Aydos,Didem Inselel,Hayal Köseoglu,Ülkü Hilal Çiftçi",,5.8
725,Içerde,2016,2017,2,,Action,16.333333333333332,"Çagatay Ulusoy,Aras Bulut Iynemli,Çetin Tekindor,Nihal G. Koldas",,7.4
726,N'olur Ayrilalim,2016,2018,3,,Romance,16.0,"Aras Aydin,Nilay Duru,Osman Karakoç,Nilperi Sahinkaya",,4.6
727,Adini sen koy,2016,2018,3,,Drama,17.0,"Hazal Subasi,Erkan Meriç,Yaprak Durmaz,Aykut Igdeli",,4.7
728,Familya,2016,2016,1,,Comedy,16.333333333333332,"Enis Arikan,Sezer Avci,Ipek Ayaz,Murat Ceylan",,6.2
729,Vatanim Sensin,2016,2018,3,,Drama,14.0,"Halit Ergenç,Bergüzar Korel,Boran Kuzum,Pinar Deniz",,7.9
730,Anne,2016,2017,2,,Drama,18.0,"Beren Gokyildiz,Cansu Dere,Vahide Perçin,Gonca Vuslateri",,6.8
731,Hayat Bazen Tatlidir,2016,2018,3,,Comedy,16.0,"Birce Akalay,Kanbolat Gorkem Arslan,Ufuk Özkan,Deniz Can Aktas",,5.6
732,Seytan ile imtihan,2016,2018,3,,Documentary,11.666666666666666,"Rabia Arslan,Kader Çabuk,Hatice Kirik",,4.7
733,Yüzyillik Mühür,2016,2018,3,,Biography,10.666666666666666,"Ali Akdal,Emir Benderlioglu,Nesrin Cavadzade,Serkan Kuru",,6.4
734,Cesur Ve Güzel,2016,2017,2,,Romance,16.0,"Kivanç Tatlitug,Tuba Büyüküstün,Serkan Altunorak,Erkan Avci",,6.4
735,Sanayi Savaslari,2016,2018,3,,Reality-TV,12.0,,,6.6
736,Babam ve Ailesi,2016,2018,3,,Drama,18.0,"Sercan Badur,Sezin Bozaci,Eva Dedova,Doga Zeynep Doguslu",,5.9
737,Hangimiz sevmedik?,2016,2017,2,,Drama,18.0,"Tuba Erdem,Yeliz Kuvanci,Selen Soyder,Can Yaman",,6.5
738,Seviyor Sevmiyor,2016,2018,3,,Comedy,16.666666666666668,"Zeynep Çamci,Gökhan Alkan,Dilara Akin Yazici,Su Kutlu",,6.2
739,Ask Ve Mavi,2016,2018,3,,Drama,18.0,"Emine Erdem,Emrah,Burcu Kiratli,Isil Yücesoy",,4.6
740,Kalbimdeki Deniz,2016,2018,3,,Drama,18.0,"Deniz Gökçer,Beyza Kesebir,Özge Özberk,Kutsi",,4.3
741,Sevda Kusun Kanadinda,2016,2017,2,,Drama,18.0,"Melahat Abbasova,Kadir Agirçelik,Latif Akgedik,Faruk Akgören",,6.0
742,Cesur yürek,2016,2018,3,,Action,16.666666666666668,"Kenan Acar,Riza Akin,Cem Aksakal,Hamdi Alp",,7.0
743,Sifir Bir,2016,2018,3,,Action,16.333333333333332,"Savas Satis,Cihangir Ceyhan,Özgür Meric,Burak Sahin",,8.2
744,Umuda Kelepce Vurulmaz,2016,2017,2,,Drama,18.0,"Begüm Birgören,Özge Özder,Mehdi Adlin,Cemal Elçin Akar",,7.7
745,Kacin Kurasi,2016,2016,1,,Comedy,16.0,"Burcu Altin,Ahmet Selçuk Bay,Sebnem Dogruer,Köksal Engür",,7.1
746,Kis Günesi,2016,2016,1,,Drama,18.0,"Sükrü Özyildiz,Asli Enver,Basak Parlak,Nesrin Cavadzade",,7.3
747,Kertenkele Yeniden Dogus,2016,2016,1,,Action,16.0,Yazmeen Baker,,5.8
748,Oyunbozan,2016,2016,1,,Drama,17.0,"Ilayda Akdogan,Kenan Bal,Ahmet Dizdaroglu,Ozan Dolunay",,7.4
749,Istanbul Sokaklari,2016,2016,1,,Action,17.0,"M. Sitare Akbas,Derya Alabora,Berkay Ates,Caner Cindoruk",,5.9
750,Gülümse Yeter,2016,2017,2,,Comedy,16.0,"Serenay Aktas,Asli Altaylar,Baris Aytac,Asli Bekiroglu",,6.9
751,Ask Yalani Sever,2016,2016,1,,Comedy,17.0,"Yesim Gül Aksar,Oktay Alkan,Buse Arslan,Ibrahim Aslan",,6.8
752,Göz6,2016,2017,2,,Reality-TV,12.0,"Gizem Akdag,Yasemin Aydan,Nesil Dinçelmas,Zeyd Gümüstutan",,6.3
753,Güldüy Güldüy Show Çocuk,2016,2018,3,,Comedy,16.0,"Ezo Sunal,Alp Akar,Berat Efe Parlar,Esat Polat Güler",,2.3
754,Shopping Star,2016,2018,3,,Game-Show,12.0,"Vicky Kaya,Gogo Garifallou,Vangelis Harisopoulos",,5.0
755,Bu Sehir Arkandan Gelecek,2017,2017,1,,Drama,18.0,"Kerem Bürsin,Gürkan Uygun,Leyla Lydia Tugutlu,Osman Alkas",,6.0
756,Son destan,2017,2018,2,,Drama,13.0,"Bülent Inal,Sedef Avci,Selçuk Yöntem,Fatih Artman",,6.4
757,Ölene Kadar,2017,2017,1,,Drama,18.0,"Engin Akyürek,Fahriye Evcen Özçivit,Gülcan Arslan,Sarp Levendoglu",,7.2
758,Yildizlar Sahidim,2017,2018,2,,Musical,16.0,"Berk Cankat,Özge Gürel,Canan Erguder,Mesut Akusta",,6.1
759,The Cheat,2017,2018,2,,Action,15.333333333333334,"Taha Ulukaya,Andac Ulukaya,Taner Sahin,Neslihan Ulusoy",,9.3
760,Istanbullu Gelin,2017,2018,2,,Comedy,16.666666666666668,"Özcan Deniz,Asli Enver,Ipek Bilgin,Salih Bademci",,7.1
761,Payitaht Abdülhamid,2017,2018,2,,Action,14.0,"Bülent Inal,Hakan Boyav,Özlem Conker,Selen Öztürk",,5.0
762,Adi Efsane,2017,2017,1,,Drama,15.0,"Erdal Besikçioglu,Gökçe Bahadir,Rojda Demirer,Reha Özcan",,6.3
763,Sahipli,2017,2018,2,,Horror,13.0,"Sebahat Adalar,Baran Akbulut,Elif Baysal,Nevin Efe",,8.1
764,Lise devriyesi,2017,2018,2,,Comedy,15.5,"Dogan Akdogan,Ebru Akel,Gökhan Atalay,Gamze Süner Atay",,7.3
765,Evlat Kokusu,2017,2018,2,,Drama,18.0,"Hande Soral,Alihan Türkdemir,Dilan Telkok,Baris Kiliç",,6.1
766,Fi,2017,2018,2,,Drama,17.0,"Ozan Güven,Serenay Sarikaya,Mehmet Günsür,Berrak Tüzünataç",,8.1
767,Fazilet Hanim ve Kizlari,2017,2018,2,,Drama,18.0,"Nazan Kesal,Deniz Baysal,Caglar Ertugrul,Mahir Günsiray",,7.1
768,Kara Yazi,2017,2018,2,,Drama,18.0,"Sedef Akalin,Fatih Altinagac,Haluk Bilginer,Su Burcu Coskun",,6.7
769,Savasci (Warrior),2017,2018,2,,Action,16.666666666666668,"Berk Oktay,Murat Serezli,Burç Kümbetlioglu,Dogan Bayraktar",,6.2
770,Söz,2017,2018,2,,Action,16.666666666666668,"Tolga Saritas,Meric Aral,Nihat Altinkaya,Burak Sevinç",,7.0
771,Sevkat Yerimdar,2017,2018,2,,Comedy,16.0,"Özgürcan Cevik,Basak Parlak,Salih Kalyon,Burak Demir",,5.8
772,Turk Mali,2017,2018,2,,Comedy,15.0,"Safak Sezer,Hasibe Eren,Anil Ilter,Burcu Binici",,2.8
773,Iki Yalanci,2017,2018,2,,Comedy,16.0,"Keremcem,Yagmur Tanrisevsin,Koray Erkök,Hazal Senel",,5.5
774,AVM Sakini,2017,2018,2,,Comedy,16.0,"Cigdem Atasoyu,Ceyda Sener Baykal,Aylin Dinc,Fikret Durak",,5.9
775,Deli gönül,2017,2018,2,,Drama,18.0,"Ibrahim Eren Kilisli,Mutlu Ulusoy,Dilhan Naz Özgülüs,Tuvana Türkay",,5.7
776,Dayan Yuregim,2017,2017,1,,Drama,18.0,"Ece Uslu,Cansel Elcin,Nilay Deniz,Berk Atan",,5.8
777,Dolunay,2017,2017,1,,Comedy,16.0,"Özge Gürel,Can Yaman,Hakan Kurtas,Necip Memili",,7.4
778,Kalp Atisi,2017,2018,2,,Drama,17.0,"Gökhan Alkan,Öykü Karayel,Burcu Türünz,Basar Dogusoy",,6.7
779,Çember,2017,2017,1,,Action,16.333333333333332,"Baris Bagci,Pelin Akil,Anil Altan,Serhat Mustafa Kiliç",,7.3
780,Rüya,2017,2018,2,,Family,15.5,"Hazal Filiz Küçükköse,Ceyhun Mergiroglu,Ulas Tuna Astepe,Özge Özder",,6.0
781,Badem sekeri,2017,2018,2,,Comedy,16.0,"Hayati Akbas,Burcu Altin,Mehmet Atay,Alper Saldiran",,5.8
782,Atesböcegi,2017,2017,1,,Comedy,16.0,"Seçkin Özdemir,Nilay Deniz,Seda Güven,Durul Bazan",,7.2
783,Meryem,2017,2018,2,,Drama,18.0,"Cemre Polat,Gürol Salman,Furkan Andic,Ayça Aysin Turan",,6.6
784,Kanatsiz Kuslar,2017,2018,2,,Drama,18.0,"Melis Tüzüngüç,Umit Kantarcilar,Ahmet Varli,Deniz Bolisik",,5.5
785,Bizim Hikaye,2017,2018,2,,Comedy,16.666666666666668,"Hazal Kaya,Burak Deniz,Nesrin Cavadzade,Reha Özcan",,6.6
786,Bu Sayilmaz,2017,2017,1,,Comedy,16.0,"Binnur Kaya,Settar Tanriögen,Mustafa Üstündag,Nergis Öztürk",,5.0
787,Isimsizler,2017,2017,1,,Action,17.0,"Ilkay Akdagli,Bülent Alkis,Cagkan Culha,Algi Eke",,6.0
788,Klavye Delikanlilari,2017,2017,1,,Comedy,16.0,"Rasim Öztekin,Vildan Atasever,Kaan Yildirim,Uraz Kaygilaroglu",,7.3
789,Dostlar Duragi,2017,2017,1,,Comedy,15.5,"Alisan,Çagla Sikel,Hande Katipoglu,Ulas Torun",,1.2
790,Yalaza,2017,2018,2,,Comedy,15.5,"Sinan Albayrak,Özkan Ayalp,Batuhan Aydar,Didem Balçin",,6.2
791,Kayitdisi,2017,2017,1,,Drama,18.0,"Erkan Petekkaya,Songül Öden,Dolunay Soysert,Ugur Polat",,6.8
792,Çukur,2017,2018,2,,Action,15.666666666666666,"Aras Bulut Iynemli,Dilan Çiçek Deniz,Ercan Kesal,Perihan Savas",,8.3
793,Barut,2017,2018,2,,Action,14.666666666666666,"Burak Sekmen,Bahadir Oz,Mehmet Arif Bulak,Beste Yilmazer",,7.7
794,Ufak Tefek Cinayetler,2017,2018,2,,Action,16.333333333333332,"Gökçe Bahadir,Aslihan Gürbüz,Yildiray Sahinler,Mert Firat",,7.8
795,Aslan ailem,2017,2018,2,,Comedy,15.5,"Burcu Özberk,Akin Akinözü,Bora Akkas,Firat Altunmese",,7.8
796,Black and White Love,2017,2018,2,,Action,16.666666666666668,"Birce Akalay,Muhammet Uzuner,Ibrahim Celikkol,Cahit Gök",,8.7
797,Yeni Gelin,2017,2018,2,,Adventure,16.333333333333332,"Feride Hilal Akin,Mustafa Avkiran,Lale Basar,Burçin Bildik",,6.3
798,Hayat Sirlari,2017,2018,2,,Drama,18.0,"Ahmet Mümtaz Taylan,Ekin Koç,Hazar Ergüçlü,Seher Devrim Yakut",,7.5
799,Siyah Inci,2017,2018,2,,Drama,18.0,"Tolgahan Sayisman,Hande Erçel,Berk Hakman,Hüseyin Avni Danyal",,5.8
800,Kalk gidelim,2017,2018,2,,Comedy,15.5,"Ufuk Özkan,Erkan Sever,Ayça Varlier,Mehtap Bayri",,7.2
801,Kadin,2017,2018,2,,Drama,18.0,"Özge Özpirinçci,Caner Cindoruk,Bennu Yildirimlar,Seray Kaya",,7.7
802,P!NÇ,2017,2018,2,,Comedy,15.0,"Oguzhan Ugur,Berk Uçar,Turan Oguzhan,Ezgi Ünal",,7.1
803,Kizlarim için,2017,2018,2,,Drama,18.0,"Gözde Mukavelat,Emir Çiçek,Ülkü Duru,Ahsen Eroglu",,7.4
804,Babamin Günahlari,2017,2018,2,,Drama,18.0,"Müjde Uzman,Mehdi Adlin,Kadir Dogulu,Melisa Sözen",,7.4
805,Cennet'in Gözyaslari,2017,2018,2,,Drama,18.0,"Çiçek Acar,Almila Ada,Yusuf Akgün,Berk Atan",,7.2
806,Bahtiyar Ölmez,2017,2018,2,,Comedy,16.0,"Yetkin Dikinciler,Hande Subasi,Güven Hokna,Serkan Kuru",,7.8
807,Petman: Internet Series,2017,2018,2,,Action,17.0,"Berkay Dabakoglu,Cem Ertunc,Berke Odaci,Ergin Ulunay",,6.9
808,Cocuklar Duymasin,2017,2018,2,,Comedy,15.5,"Pinar Altug,Serkan Balbal,Zeyno Günenç,Öykü Güven",,4.1
809,Tolgshow,2017,2018,2,,Comedy,15.0,"Tolga Çevik,Firat Parlak,Özer Atik,Sarp Bozkurt",,8.1
810,Kaos Ortadogu,2017,2018,2,,Action,16.0,"Gökhan Akgül,Serhat Buga,Mesut Cobanbasi,Tuncay Koca",,8.0
811,Tutsak,2017,2017,1,,Drama,18.0,"Yagmur Özbasmaci Mermer,Günes Emir,Seray Gözler,Mehmet Gürhan",,6.4
812,Boxun Yildizlari,2017,2017,1,,Reality-TV,12.0,"Asena,Berna Canbeldek,Bilgehan Demir,Aycan Demirci",,6.2
813,Hayati ve Digerleri,2017,2018,2,,Comedy,16.0,"Cankat Aydos,Cansu Dagdelen,Bahtiyar Engin,Feri Baycu Güler",,2.5
814,Ask ve Gurur,2017,2017,1,,Drama,18.0,"Ayris Alptekin,Mert Firat,Suna Sancaktar,Damla Sönmez",,7.0
815,Yakin Plan Cihan Harbi,2017,2018,2,,History,8.0,"Emre Yesiloz,Feyza Özgür,Mustafa Mesut Baskir,Yavuz Selim Osmanoglu",,8.6
816,Ver Elini ASk,2017,2017,1,,Comedy,16.0,"Sevda Erginci,Ali Il,Gülsün Sare Fil,Köksal Engür",,8.4
817,Bir Deli Sevda,2017,2017,1,,Drama,17.0,"Erkan Kolçak Köstendil,Cansu Tosun,Erdinç Gülener,Erkan Can",,7.4
818,Fatih,2018,2018,1,,Action,13.333333333333334,"Kenan Imirzalioglu,Çetin Tekindor,Gürkan Uygun,Büsra Develi",,7.2
819,Mehmetçik Kut'ül Amare,2018,2018,1,,Action,13.666666666666666,"Ilker Aksum,Ismail Ege Sasmaz,Özgü Kaya,Serdar Gökhan",,6.9
820,The Protector,2018,2018,1,,Action,14.0,"Çagatay Ulusoy,Ayça Aysin Turan,Hazar Ergüçlü,Okan Yalabik",,7.8
821,Gülizar,2018,2018,1,,Drama,18.0,"Farah Zeynep Abdullah,Osman Alkas,Berkay Ates,Berk Cankat",,6.1
822,Adi: Zehra,2018,2018,1,,Drama,18.0,"Ali Meriç,Günes Hayat,Zeynep Çamci,Alican Yücesoy",,5.5
823,Avlu,2018,2018,1,,Crime,16.5,"Demet Evgar,Ceren Moray,Nursel Köse,Kenan Ece",,7.9
824,Dudullu Postasi,2018,2018,1,,Comedy,15.0,"Güven Kiraç,Hazar Ergüçlü,Taner Ölmez,Bülent Sakrak",,6.4
825,Sen Anlat Karadeniz,2018,2018,1,,Drama,18.0,"Sinan Tuzcu,Ulas Tuna Astepe,Irem Helvacioglu,Mehmet Ali Nuroglu",,7.0
826,Çukurdere,2018,2018,1,,Drama,17.0,"Furkan Palali,Su Kutlu,Cihan Ünal,Ahu Sungur",,6.4
827,Jet Sosyete,2018,2018,1,,Comedy,15.5,"Gülse Birsel,Sarp Apak,Çaglar Çorumlu,Derya Karadas",,7.0
828,Yuvamdaki Dusman,2018,2018,1,,Drama,18.0,"Riza Akin,Hakan Dinçkol,Derya Kahraman,Sultan Köroglu Kiliç",,5.0
829,Survivor 2018,2018,2018,1,,Reality-TV,12.0,"Anil Berk Baki,Hilmicem Intepe,Nagihan Karadere,Adem Kilicci",,5.0
830,Bir zamanlar Çukurova,2018,2018,1,,Drama,18.0,"Vahide Perçin,Hilal Altinbilek,Murat Ünalmis,Ugur Günes",,6.7
831,Nefes Nefese,2018,2018,1,,Action,16.0,"Sükrü Özyildiz,Melisa Senolsun,Ugur Yücel,Ezgi Senler",,6.9
832,Hiçkirik,2018,2018,1,,Drama,17.0,"Sezgi Sena Akay,Özge Akdeniz,Kübra Akin,Emre Ataman",,5.9
833,Altin Tepsi,2018,2018,1,,Drama,17.0,"Talat Bulut,Eda Ece,Sevval Sam,Sevda Erginci",,5.5
834,Yasamayanlar,2018,2018,1,,Drama,16.0,"Elçin Sangu,Kerem Bürsin,Birkan Sokullu,Selma Ergeç",,6.6
835,Semt Bizim Ev Kira,2018,2018,1,,Action,16.0,"Haydar Biçakci,Emre Bolat,Hasan Ekinci,Turgut Eryilmaz",,5.8
836,Talibi Irsadi,2018,2018,1,,Biography,7.0,"Rifat Kanpara,Ahmet Avni Yilmaz,Mahmut Kotan,Ahmet Akyol",,8.4
837,Kalbimin Sultani,2018,2018,1,,Comedy,14.0,"Ali Ersan Duru,Aleksandra Nikiforova,Emel Çölgeçen,Tansel Öngel",,7.1
838,Gelinim Mutfakta,2018,2018,1,,Game-Show,12.0,"Fatih Ürek,Ezgi Yildirim,Reyhan Yildirim,Sevgül Kiroglu",,7.1
839,Kocaman Ailem,2018,2018,1,,Comedy,15.5,"Levent Ülgen,Emre Karayel,Çagla Demir,Özlem Türkad",,6.3
840,Bir Deli Rüzgar,2018,2018,1,,Drama,17.0,"Pinar Deniz,Hatice Aslan,Berk Cankat,Naz Sayiner",,7.0
841,4N1K,2018,2018,1,,Comedy,15.333333333333334,"Gözde Mutluer,Eslem Akar,Burak Yörük,Sina Ozer",,5.8
842,Koca Koca Yalanlar,2018,2018,1,,Comedy,16.0,"Hakan Yilmaz,Evrim Alasya,Selen Uçer,Pelin Öztekin",,5.8
843,Bu Kizin Öyküsü,2018,2018,1,,Documentary,14.0,"Begüm Cana Özgür,Mizgin Ay,Tugçe Akgün,Karsu Dönmez",,7.8
844,Darisi Basimiza,2018,2018,1,,Comedy,16.0,"Ozan Dolunay,Elif Dogan,Seher Devrim Yakut,Açelya Topaloglu",,5.8
845,Erkenci Kus,2018,2018,1,,Comedy,16.0,"Demet Özdemir,Can Yaman,Öznur Serçeler,Berat Yenilmez",,8.2
846,Beni birakma,2018,2018,1,,Drama,17.0,"Berkay Veli,Sila Özlem Önemli,Emrah Akduman,Sude Dogar",,6.2
847,Ege'nin hamsisi,2018,2018,1,,Comedy,16.0,"Iclal Aydin,Ugur Çavusoglu,Uraz Kaygilaroglu,Bestemsu Özdemir",,6.1
848,Elimi birakma,2018,2018,1,,Drama,18.0,"Alp Navruz,Alina Boz,Seray Gözler,Cemre Gümeli",,7.9
849,Nielegalni,2018,2018,1,,Thriller,16.0,"Grzegorz Damiecki,Agnieszka Grochowska,Sylwia Juszczak,Wojciech Zoladkowicz",,6.4
850,Gülperi,2018,2018,1,,Drama,18.0,"Nurgül Yesilçay,Timuçin Esen,Tarik Pabuccuoglu,Ece Sükan",,7.2
851,GIF,2018,2018,1,,Comedy,16.0,"Onur Durmaz,Yagizcan Küçükcan,Cemre Kurum,Irem Çalhan",,3.6
852,Kizim,2018,2018,1,,Drama,18.0,"Bugra Gülsoy,Beren Gokyildiz,Leyla Lydia Tugutlu,Serhat Teoman",,7.8
853,MasterChef Turkey,2018,2018,1,,Game-Show,12.0,"Mehmet Yalçinkaya,Somer Sivrioglu,Hazer Amani,Hakan Kanik",,5.2
854,Bir Litre Gözyasi,2018,2018,1,,Drama,18.0,"Sanem Çelik,Miray Daner,Tolga Tekin,Mert Yazicioglu",,5.8
855,Bir Umut Yeter,2018,2018,1,,Drama,18.0,"Tolgahan Sayisman,Esra Bilgic,Hazal Subasi,Serhat Tutumluer",,5.9
856,Aglama anne,2018,2018,1,,Drama,18.0,"Birce Akalay,Özlem Yilmaz,Cansel Elcin,Sezin Akbasogullari",,6.2
857,Can Kiriklari,2018,2018,1,,Action,17.0,"Hande Dogandemir,Funda Eryigit,Seçkin Özdemir,Alican Yücesoy",,8.1
858,Sahin Tepesi,2018,2018,1,,Action,16.666666666666668,"Zerrin Tekindor,Ebru Özkan,Boran Kuzum,Aybüke Pusat",,7.4
859,Bu Gece,2018,2018,1,,Comedy,15.0,"Ibrahim Selim,Irem Erten,Mert Efe Günaydin,Furkan Inanir",,9.4
860,Muhtesem Ikili,2018,2018,1,,Action,15.5,"Ibrahim Celikkol,Kerem Bürsin,Öykü Karayel,Özge Gürel",,7.1
861,Bartu Ben,2018,2018,1,,Comedy,17.0,"Bartu Küçükçaglayan,Müfit Kayacan,Cem Zeynel Kiliç,Cemre Ebuzziya",,8.0
862,Çarpisma,2018,2018,1,,Action,16.666666666666668,"Kivanç Tatlitug,Elçin Sangu,Alperen Duymaz,Melisa Pamuk",,8.9
863,Ikizler Memo-Can,2018,2018,1,,Comedy,15.5,"Nehir Erdogan,Özgürcan Cevik,Emir Berke Zincidi,Tugba Çinar",,3.6
864,Eser Yenenler Show,2018,2018,1,,Talk-Show,14.0,"Eser Yenenler,Kubilay Aka,Hazer Amani,Buket Aydin",,5.3
865,Tozkoparan,2018,2018,1,,Adventure,15.5,"Özgür Ege Nalci,Burak Kut,Leya Kirsan,Burcu Altin",,7.8
866,Uykucu,2018,2018,1,,Animation,16.0,"Beril Su Hatirnaz,Abdulkerim Tunc",,8.0
